CustomerID,Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment,RFM_Score,RFM_Level
14360,32,32,675.6999999999998,3,4,4,344,11.0,Top
14362,23,9,36.8,3,2,1,321,6.0,Middle
14364,135,18,1066.0,2,3,4,234,9.0,Middle
14367,9,114,1913.41,4,4,4,444,12.0,Top
14368,320,1,17.0,1,1,1,111,3.0,Low
14371,296,1,26.1,1,1,1,111,3.0,Low
14373,359,1,24.95,1,1,1,111,3.0,Low
14375,186,22,87.09999999999998,1,4,2,142,7.0,Middle
14377,192,3,115.85,1,1,2,112,4.0,Low
14379,45,9,80.97,3,2,2,322,7.0,Middle
14381,53,11,40.2,2,3,1,231,6.0,Middle
14382,27,28,176.65000000000003,3,4,3,343,10.0,Top
14383,39,12,348.01999999999987,3,3,4,334,10.0,Top
14385,10,4,71.05,4,1,2,412,7.0,Middle
14386,297,2,27.9,1,1,1,111,3.0,Low
14387,33,26,368.13,3,4,4,344,11.0,Top
14388,11,35,588.6899999999998,4,4,4,444,12.0,Top
14389,66,11,220.1,2,3,3,233,8.0,Middle
14390,11,51,917.61,4,4,4,444,12.0,Top
14393,219,2,29.75,1,1,1,111,3.0,Low
14395,3,67,682.0500000000002,4,4,4,444,12.0,Top
14396,66,8,110.52,2,2,2,222,6.0,Middle
14397,3,21,498.97999999999985,4,3,4,434,11.0,Top
14400,150,4,153.14,1,1,3,113,5.0,Low
14401,5,38,805.9599999999998,4,4,4,444,12.0,Top
14403,218,6,546.8100000000002,1,2,4,124,7.0,Middle
14404,34,15,205.01,3,3,3,333,9.0,Middle
14406,120,1,15.3,2,1,1,211,4.0,Low
14407,108,12,471.99,2,3,4,234,9.0,Middle
14408,11,21,589.42,4,3,4,434,11.0,Top
14409,72,11,324.41,2,3,3,233,8.0,Middle
14410,93,36,257.50999999999993,2,4,3,243,9.0,Middle
14411,311,3,286.2000000000001,1,1,3,113,5.0,Low
14412,43,9,114.13,3,2,2,322,7.0,Middle
14413,363,3,14.45,1,1,1,111,3.0,Low
14414,92,25,347.4600000000001,2,4,4,244,10.0,Top
14415,2,102,1044.5499999999997,4,4,4,444,12.0,Top
14416,43,2,36.1,3,1,1,311,5.0,Low
14418,4,29,499.59,4,4,4,444,12.0,Top
14419,11,37,202.57,4,4,3,443,11.0,Top
14420,100,4,48.36,2,1,1,211,4.0,Low
14421,58,7,197.37,2,2,3,223,7.0,Middle
14422,1,46,829.7200000000001,4,4,4,444,12.0,Top
14426,24,55,1046.62,3,4,4,344,11.0,Top
14427,64,6,99.58,2,2,2,222,6.0,Middle
14428,8,23,218.89,4,4,3,443,11.0,Top
14431,303,2,43.2,1,1,1,111,3.0,Low
14432,10,92,515.18,4,4,4,444,12.0,Top
14434,38,1,69.6,3,1,2,312,6.0,Middle
14436,99,1,9.48,2,1,1,211,4.0,Low
14438,307,3,47.5,1,1,1,111,3.0,Low
14440,9,10,412.74000000000007,4,3,4,434,11.0,Top
14441,1,12,466.63999999999993,4,3,4,434,11.0,Top
14443,54,20,314.27,2,3,3,233,8.0,Middle
14446,1,60,266.84,4,4,3,443,11.0,Top
14447,19,20,344.00000000000006,4,3,4,434,11.0,Top
14448,365,4,12.0,1,1,1,111,3.0,Low
14449,19,34,158.56,4,4,3,443,11.0,Top
14450,181,6,80.55000000000003,1,2,2,122,5.0,Low
14451,61,17,94.84,2,3,2,232,7.0,Middle
14452,11,8,35.91,4,2,1,421,7.0,Middle
14453,191,5,34.43,1,2,1,121,4.0,Low
14456,6,188,636.6600000000002,4,4,4,444,12.0,Top
14459,156,6,227.6,1,2,3,123,6.0,Middle
14461,149,26,340.42,1,4,4,144,9.0,Middle
14462,67,38,309.34,2,4,3,243,9.0,Middle
14463,206,1,76.32000000000002,1,1,2,112,4.0,Low
14465,247,23,134.35000000000002,1,4,2,142,7.0,Middle
14466,30,10,408.3,3,3,4,334,10.0,Top
14467,18,10,50.65000000000001,4,3,1,431,8.0,Middle
14470,12,11,109.04,4,3,2,432,9.0,Middle
14472,104,54,365.22999999999985,2,4,4,244,10.0,Top
14473,283,1,85.0,1,1,2,112,4.0,Low
14474,47,2,32.3,3,1,1,311,5.0,Low
14475,72,8,252.85,2,2,3,223,7.0,Middle
14476,258,4,55.75,1,1,1,111,3.0,Low
14477,51,1,179.0,3,1,3,313,7.0,Middle
14479,254,2,48.4,1,1,1,111,3.0,Low
14481,165,3,54.8,1,1,1,111,3.0,Low
14482,19,26,253.61,4,4,3,443,11.0,Top
14484,51,3,78.2,3,1,2,312,6.0,Middle
14485,39,11,39.71,3,3,1,331,7.0,Middle
14487,27,29,223.15000000000003,3,4,3,343,10.0,Top
14488,68,12,188.48,2,3,3,233,8.0,Middle
14489,208,4,52.5,1,1,1,111,3.0,Low
14491,176,3,50.15,1,1,1,111,3.0,Low
14493,8,24,465.48,4,4,4,444,12.0,Top
14494,26,1,30.0,3,1,1,311,5.0,Low
14495,122,1,19.8,2,1,1,211,4.0,Low
14496,312,3,50.97,1,1,1,111,3.0,Low
14497,310,6,105.96,1,2,2,122,5.0,Low
14498,43,34,441.07000000000016,3,4,4,344,11.0,Top
14499,27,41,165.94999999999996,3,4,3,343,10.0,Top
14501,184,4,93.18,1,1,2,112,4.0,Low
14502,20,127,444.17999999999984,3,4,4,344,11.0,Top
14503,4,29,786.11,4,4,4,444,12.0,Top
14504,48,21,121.83,3,3,2,332,8.0,Middle
14505,18,152,1150.38,4,4,4,444,12.0,Top
14506,18,57,353.58,4,4,4,444,12.0,Top
14507,41,24,333.16,3,4,3,343,10.0,Top
14508,23,14,83.95999999999998,3,3,2,332,8.0,Middle
14511,12,20,315.64,4,3,3,433,10.0,Top
14512,188,5,75.35000000000002,1,2,2,122,5.0,Low
14513,207,2,53.65,1,1,1,111,3.0,Low
14514,62,11,125.08,2,3,2,232,7.0,Middle
14515,18,18,365.97999999999985,4,3,4,434,11.0,Top
14517,34,5,75.95,3,2,2,322,7.0,Middle
14518,65,5,64.09,2,2,2,222,6.0,Middle
14520,2,1,62.40000000000001,4,1,2,412,7.0,Middle
14522,93,3,189.42,2,1,3,213,6.0,Middle
14523,109,2,22.4,2,1,1,211,4.0,Low
14524,32,28,293.95999999999987,3,4,3,343,10.0,Top
14525,20,57,728.68,3,4,4,344,11.0,Top
14527,3,187,1628.8800000000015,4,4,4,444,12.0,Top
14528,38,4,150.24,3,1,3,313,7.0,Middle
14529,61,42,122.15000000000002,2,4,2,242,8.0,Middle
14530,26,53,742.5799999999998,3,4,4,344,11.0,Top
14532,237,7,96.45,1,2,2,122,5.0,Low
14533,25,12,447.06,3,3,4,334,10.0,Top
14534,3,108,1082.5,4,4,4,444,12.0,Top
14535,61,75,711.72,2,4,4,244,10.0,Top
14536,260,2,59.5,1,1,2,112,4.0,Low
14537,58,3,100.68,2,1,2,212,5.0,Low
14538,65,2,32.7,2,1,1,211,4.0,Low
14539,16,5,114.0,4,2,2,422,8.0,Middle
14540,10,15,200.32,4,3,3,433,10.0,Top
14541,169,25,299.6400000000001,1,4,3,143,8.0,Middle
14543,31,13,546.4300000000002,3,3,4,334,10.0,Top
14544,25,24,406.8,3,4,4,344,11.0,Top
14546,6,70,503.6999999999999,4,4,4,444,12.0,Top
14547,4,79,1008.0100000000003,4,4,4,444,12.0,Top
14548,318,2,326.4,1,1,3,113,5.0,Low
14549,312,8,40.08000000000001,1,2,1,121,4.0,Low
14550,11,8,103.81,4,2,2,422,8.0,Middle
14551,205,2,27.64,1,1,1,111,3.0,Low
14552,152,9,31.119999999999994,1,2,1,121,4.0,Low
14553,20,18,166.84000000000003,3,3,3,333,9.0,Middle
14554,11,53,709.0799999999997,4,4,4,444,12.0,Top
14555,303,3,32.45,1,1,1,111,3.0,Low
14557,86,5,260.46000000000004,2,2,3,223,7.0,Middle
14560,8,14,338.95999999999987,4,3,4,434,11.0,Top
14561,76,9,140.61,2,2,3,223,7.0,Middle
14562,4,95,1040.98,4,4,4,444,12.0,Top
14565,96,29,725.87,2,4,4,244,10.0,Top
14567,57,4,176.4,2,1,3,213,6.0,Middle
14569,2,2,4.15,4,1,1,411,6.0,Middle
14570,281,8,49.6,1,2,1,121,4.0,Low
14572,41,57,451.38,3,4,4,344,11.0,Top
14573,180,24,140.95000000000005,1,4,3,143,8.0,Middle
14577,13,21,162.32,4,3,3,433,10.0,Top
14578,4,5,59.03,4,2,2,422,8.0,Middle
14581,17,5,57.95000000000001,4,2,1,421,7.0,Middle
14582,41,2,21.46,3,1,1,311,5.0,Low
14583,6,62,173.88000000000008,4,4,3,443,11.0,Top
14584,170,11,113.52,1,3,2,132,6.0,Middle
14585,51,7,38.51,3,2,1,321,6.0,Middle
14586,277,4,34.44,1,1,1,111,3.0,Low
14587,19,59,204.12,4,4,3,443,11.0,Top
14591,16,37,190.35,4,4,3,443,11.0,Top
14592,36,29,82.98,3,4,2,342,9.0,Middle
14593,22,32,223.36,3,4,3,343,10.0,Top
14594,8,4,28.98,4,1,1,411,6.0,Middle
14595,25,17,297.47,3,3,3,333,9.0,Middle
14597,12,8,138.92,4,2,3,423,9.0,Middle
14598,45,11,51.03,3,3,1,331,7.0,Middle
14600,306,7,123.75000000000004,1,2,2,122,5.0,Low
14601,11,1,35.40000000000001,4,1,1,411,6.0,Middle
14603,275,1,510.0,1,1,4,114,6.0,Middle
14606,2,512,2353.590000000002,4,4,4,444,12.0,Top
14607,19,15,3195.06,4,3,4,434,11.0,Top
14608,5,6,580.6,4,2,4,424,10.0,Top
14616,243,1,158.4,1,1,3,113,5.0,Low
14618,10,2,60.0,4,1,2,412,7.0,Middle
14619,246,3,51.90000000000001,1,1,1,111,3.0,Low
14620,206,5,76.46000000000002,1,2,2,122,5.0,Low
14621,2,23,499.54,4,4,4,444,12.0,Top
14622,185,6,64.7,1,2,2,122,5.0,Low
14623,33,31,176.86999999999995,3,4,3,343,10.0,Top
14624,58,1,15.6,2,1,1,211,4.0,Low
14625,197,8,145.6,1,2,3,123,6.0,Middle
14626,24,25,491.6,3,4,4,344,11.0,Top
14628,92,8,153.03,2,2,3,223,7.0,Middle
14629,5,25,131.26000000000002,4,4,2,442,10.0,Top
14631,51,12,325.8400000000001,3,3,3,333,9.0,Middle
14632,263,1,15.9,1,1,1,111,3.0,Low
14633,267,4,82.45,1,1,2,112,4.0,Low
14636,37,6,127.8,3,2,2,322,7.0,Middle
14638,51,3,113.99,3,1,2,312,6.0,Middle
14639,53,36,609.3100000000002,2,4,4,244,10.0,Top
14640,25,21,497.7400000000002,3,3,4,334,10.0,Top
14641,22,3,59.75999999999999,3,1,2,312,6.0,Middle
14643,171,2,29.72,1,1,1,111,3.0,Low
14644,68,6,146.3,2,2,3,223,7.0,Middle
14645,157,8,127.19,1,2,2,122,5.0,Low
14647,202,7,120.35,1,2,2,122,5.0,Low
14649,5,36,265.57,4,4,3,443,11.0,Top
14651,68,24,136.02,2,4,2,242,8.0,Middle
14652,78,4,13.79,2,1,1,211,4.0,Low
14653,2,39,344.52,4,4,4,444,12.0,Top
14655,9,4,162.2,4,1,3,413,8.0,Middle
14656,170,17,65.89,1,3,2,132,6.0,Middle
14657,18,25,162.22000000000003,4,4,3,443,11.0,Top
14658,6,6,39.09,4,2,1,421,7.0,Middle
14659,9,40,402.61,4,4,4,444,12.0,Top
14660,87,6,31.47,2,2,1,221,5.0,Low
14662,29,28,116.83,3,4,2,342,9.0,Middle
14664,20,22,106.72,3,4,2,342,9.0,Middle
14665,61,19,404.41999999999985,2,3,4,234,9.0,Middle
14666,25,3,34.3,3,1,1,311,5.0,Low
14667,11,105,1810.29,4,4,4,444,12.0,Top
14669,242,44,306.58999999999986,1,4,3,143,8.0,Middle
14670,281,30,138.18,1,4,3,143,8.0,Middle
14672,235,15,179.50000000000009,1,3,3,133,7.0,Middle
14673,4,10,167.25,4,3,3,433,10.0,Top
14675,17,22,108.7,4,4,2,442,10.0,Top
14676,32,9,765.96,3,2,4,324,9.0,Middle
14680,72,38,3439.94,2,4,4,244,10.0,Top
14681,212,1,340.0,1,1,4,114,6.0,Middle
14682,202,1,20.8,1,1,1,111,3.0,Low
14684,26,92,336.76999999999975,3,4,4,344,11.0,Top
14687,107,2,49.8,2,1,1,211,4.0,Low
14688,8,53,836.05,4,4,4,444,12.0,Top
14689,209,3,17.7,1,1,1,111,3.0,Low
14690,45,12,99.68,3,3,2,332,8.0,Middle
14691,31,13,469.09000000000015,3,3,4,334,10.0,Top
14692,138,11,97.85,2,3,2,232,7.0,Middle
14693,265,2,134.1,1,1,2,112,4.0,Low
14696,5,24,411.4,4,4,4,444,12.0,Top
14697,219,5,29.09,1,2,1,121,4.0,Low
14698,2,37,252.57,4,4,3,443,11.0,Top
14699,215,3,39.45,1,1,1,111,3.0,Low
14700,33,27,581.33,3,4,4,344,11.0,Top
14701,11,77,630.5199999999999,4,4,4,444,12.0,Top
14702,2,66,716.2500000000003,4,4,4,444,12.0,Top
14703,15,5,68.53,4,2,2,422,8.0,Middle
14704,20,89,323.3199999999999,3,4,3,343,10.0,Top
14708,3,4,186.0,4,1,3,413,8.0,Middle
14709,16,36,918.95,4,4,4,444,12.0,Top
14710,15,24,91.86000000000004,4,4,2,442,10.0,Top
14711,11,69,615.32,4,4,4,444,12.0,Top
14712,30,6,393.9,3,2,4,324,9.0,Middle
14713,10,54,368.68,4,4,4,444,12.0,Top
14714,25,1,11.6,3,1,1,311,5.0,Low
14715,25,18,192.68,3,3,3,333,9.0,Middle
14716,44,17,122.19,3,3,2,332,8.0,Middle
14719,2,40,261.2899999999999,4,4,3,443,11.0,Top
14720,6,6,83.1,4,2,2,422,8.0,Middle
14722,148,5,29.15,1,2,1,121,4.0,Low
14723,11,54,195.58,4,4,3,443,11.0,Top
14725,25,14,216.8,3,3,3,333,9.0,Middle
14727,275,4,135.2,1,1,2,112,4.0,Low
14730,2,91,431.3599999999997,4,4,4,444,12.0,Top
14731,48,12,117.42999999999998,3,3,2,332,8.0,Middle
14732,9,35,621.5,4,4,4,444,12.0,Top
14733,17,40,1874.38,4,4,4,444,12.0,Top
14735,4,33,932.0899999999997,4,4,4,444,12.0,Top
14737,4,7,516.75,4,2,4,424,10.0,Top
14738,43,2,14.86,3,1,1,311,5.0,Low
14739,20,10,579.5999999999998,3,3,4,334,10.0,Top
14740,198,17,329.7,1,3,3,133,7.0,Middle
14741,12,15,402.45999999999987,4,3,4,434,11.0,Top
14744,17,4,107.95,4,1,2,412,7.0,Middle
14745,113,16,324.87,2,3,3,233,8.0,Middle
14747,250,3,55.6,1,1,1,111,3.0,Low
14748,30,10,149.95,3,3,3,333,9.0,Middle
14752,44,2,260.64,3,1,3,313,7.0,Middle
14753,88,5,100.3,2,2,2,222,6.0,Middle
14754,45,9,159.28,3,2,3,323,8.0,Middle
14755,10,42,912.87,4,4,4,444,12.0,Top
14756,16,6,100.78,4,2,2,422,8.0,Middle
14757,76,4,93.92,2,1,2,212,5.0,Low
14758,145,19,407.0,1,3,4,134,8.0,Middle
14759,5,32,524.0,4,4,4,444,12.0,Top
14760,298,2,43.6,1,1,1,111,3.0,Low
14761,335,1,10.2,1,1,1,111,3.0,Low
14762,264,3,27.96,1,1,1,111,3.0,Low
14765,30,8,52.82000000000001,3,2,1,321,6.0,Middle
14766,9,21,445.72,4,3,4,434,11.0,Top
14768,18,2,89.10000000000002,4,1,2,412,7.0,Middle
14769,3,233,2220.16,4,4,4,444,12.0,Top
14770,233,12,195.66,1,3,3,133,7.0,Middle
14772,113,3,47.25,2,1,1,211,4.0,Low
14775,59,13,196.62,2,3,3,233,8.0,Middle
14776,52,27,565.32,2,4,4,244,10.0,Top
14778,128,11,226.06,2,3,3,233,8.0,Middle
14779,324,6,67.65,1,2,2,122,5.0,Low
14780,55,7,123.22,2,2,2,222,6.0,Middle
14782,320,1,25.200000000000006,1,1,1,111,3.0,Low
14784,27,2,30.0,3,1,1,311,5.0,Low
14788,8,4,94.6,4,1,2,412,7.0,Middle
14790,29,3,30.66,3,1,1,311,5.0,Low
14793,22,2,23.2,3,1,1,311,5.0,Low
14794,3,12,204.06,4,3,3,433,10.0,Top
14795,167,1,23.85,1,1,1,111,3.0,Low
14796,2,217,1434.5800000000008,4,4,4,444,12.0,Top
14798,53,3,46.72,2,1,1,211,4.0,Low
14799,52,1,5.8,2,1,1,211,4.0,Low
14800,48,57,586.0,3,4,4,344,11.0,Top
14801,62,13,41.65,2,3,1,231,6.0,Middle
14803,163,14,221.25000000000003,1,3,3,133,7.0,Middle
14804,9,2,73.1,4,1,2,412,7.0,Middle
14805,16,13,169.6,4,3,3,433,10.0,Top
14806,76,4,70.14,2,1,2,212,5.0,Low
14808,40,30,336.48,3,4,4,344,11.0,Top
14810,41,49,416.13000000000005,3,4,4,344,11.0,Top
14815,37,6,86.52,3,2,2,322,7.0,Middle
14817,201,14,237.04,1,3,3,133,7.0,Middle
14818,74,13,224.53,2,3,3,233,8.0,Middle
14819,65,3,83.85,2,1,2,212,5.0,Low
14820,22,4,60.45,3,1,2,312,6.0,Middle
14823,181,16,78.43,1,3,2,132,6.0,Middle
14824,11,4,122.46,4,1,2,412,7.0,Middle
14825,24,15,338.1500000000001,3,3,4,334,10.0,Top
14828,197,2,275.40000000000003,1,1,3,113,5.0,Low
14829,30,6,110.36,3,2,2,322,7.0,Middle
14830,54,8,18.37,2,2,1,221,5.0,Low
14834,18,14,300.1,4,3,3,433,10.0,Top
14837,90,22,353.9000000000001,2,4,4,244,10.0,Top
14841,54,29,640.61,2,4,4,244,10.0,Top
14842,44,27,474.08,3,4,4,344,11.0,Top
14844,64,24,987.9700000000003,2,4,4,244,10.0,Top
14847,149,4,79.69999999999997,1,1,2,112,4.0,Low
14849,22,57,1175.37,3,4,4,344,11.0,Top
14850,312,3,45.1,1,1,1,111,3.0,Low
14851,24,5,57.24,3,2,1,321,6.0,Middle
14852,59,37,693.49,2,4,4,244,10.0,Top
14853,25,2,191.7,3,1,3,313,7.0,Middle
14854,79,25,430.5,2,4,4,244,10.0,Top
14855,120,5,113.6,2,2,2,222,6.0,Middle
14856,37,10,244.77,3,3,3,333,9.0,Middle
14857,60,12,234.35,2,3,3,233,8.0,Middle
14859,13,10,217.22000000000003,4,3,3,433,10.0,Top
14860,20,1,40.56,3,1,1,311,5.0,Low
14862,26,8,151.9,3,2,3,323,8.0,Middle
14863,30,4,86.88,3,1,2,312,6.0,Middle
14866,39,19,4053.98,3,3,4,334,10.0,Top
14867,186,9,202.98,1,2,3,123,6.0,Middle
14868,4,38,793.0600000000003,4,4,4,444,12.0,Top
14869,9,9,70.22,4,2,2,422,8.0,Middle
14870,262,5,87.6,1,2,2,122,5.0,Low
14871,4,18,104.27,4,3,2,432,9.0,Middle
14873,211,5,114.5,1,2,2,122,5.0,Low
14875,108,7,126.75,2,2,2,222,6.0,Middle
14878,37,22,369.51,3,4,4,344,11.0,Top
14880,78,10,146.13,2,3,3,233,8.0,Middle
14881,20,4,67.92,3,1,2,312,6.0,Middle
14882,27,3,207.9,3,1,3,313,7.0,Middle
14883,40,7,101.82999999999998,3,2,2,322,7.0,Middle
14885,132,5,325.2,2,2,3,223,7.0,Middle
14886,253,4,68.1,1,1,2,112,4.0,Low
14888,208,4,67.8,1,1,2,112,4.0,Low
14889,337,3,42.3,1,1,1,111,3.0,Low
14890,254,1,15.0,1,1,1,111,3.0,Low
14891,149,6,83.34,1,2,2,122,5.0,Low
14893,12,8,110.64,4,2,2,422,8.0,Middle
14894,86,4,152.76,2,1,3,213,6.0,Middle
14895,8,107,2194.1,4,4,4,444,12.0,Top
14896,205,1,13.5,1,1,1,111,3.0,Low
14897,8,10,214.64,4,3,3,433,10.0,Top
14898,24,23,324.4,3,4,3,343,10.0,Top
14901,12,8,146.58,4,2,3,423,9.0,Middle
14902,26,6,117.9,3,2,2,322,7.0,Middle
14903,22,64,465.23999999999984,3,4,4,344,11.0,Top
14904,3,13,147.94,4,3,3,433,10.0,Top
14905,158,5,214.0,1,2,3,123,6.0,Middle
14907,4,23,487.9,4,4,4,444,12.0,Top
14908,75,1,45.0,2,1,1,211,4.0,Low
14910,3,9,143.53,4,2,3,423,9.0,Middle
14913,36,14,228.98,3,3,3,333,9.0,Middle
14915,92,6,177.98000000000005,2,2,3,223,7.0,Middle
14916,71,13,229.03000000000003,2,3,3,233,8.0,Middle
14918,116,14,478.91,2,3,4,234,9.0,Middle
14920,213,14,237.29,1,3,3,133,7.0,Middle
14921,31,15,221.95,3,3,3,333,9.0,Middle
14923,51,9,167.94000000000003,3,2,3,323,8.0,Middle
14924,246,1,15.8,1,1,1,111,3.0,Low
14929,33,4,74.6,3,1,2,312,6.0,Middle
14944,30,30,916.6900000000003,3,4,4,344,11.0,Top
14947,131,1,30.0,2,1,1,211,4.0,Low
14948,24,18,260.47,3,3,3,333,9.0,Middle
14950,20,4,64.0,3,1,2,312,6.0,Middle
14951,80,1,15.6,2,1,1,211,4.0,Low
14952,60,25,1138.3200000000004,2,4,4,244,10.0,Top
14953,26,10,45.71,3,3,1,331,7.0,Middle
14954,13,19,101.57000000000002,4,3,2,432,9.0,Middle
14957,254,1,3.9,1,1,1,111,3.0,Low
14958,148,6,40.7,1,2,1,121,4.0,Low
14959,65,10,131.94,2,3,2,232,7.0,Middle
14960,9,7,40.01,4,2,1,421,7.0,Middle
14961,11,59,1467.8700000000006,4,4,4,444,12.0,Top
14962,271,1,70.2,1,1,2,112,4.0,Low
14963,10,36,248.27000000000004,4,4,3,443,11.0,Top
14964,248,4,29.55,1,1,1,111,3.0,Low
14965,97,18,211.86,2,3,3,233,8.0,Middle
14966,15,8,59.83,4,2,2,422,8.0,Middle
14967,50,2,109.8,3,1,2,312,6.0,Middle
14968,31,4,13.85,3,1,1,311,5.0,Low
14970,69,4,182.3,2,1,3,213,6.0,Middle
14971,36,30,215.34,3,4,3,343,10.0,Top
14972,129,2,14.01,2,1,1,211,4.0,Low
14973,108,4,97.32,2,1,2,212,5.0,Low
14974,38,4,19.53,3,1,1,311,5.0,Low
14975,58,2,85.32,2,1,2,212,5.0,Low
14976,58,16,205.77,2,3,3,233,8.0,Middle
14978,73,46,371.5100000000001,2,4,4,244,10.0,Top
14981,247,4,50.46,1,1,1,111,3.0,Low
14984,20,15,80.68,3,3,2,332,8.0,Middle
14985,199,18,46.66,1,3,1,131,5.0,Low
14987,16,1,81.6,4,1,2,412,7.0,Middle
14988,212,11,103.08,1,3,2,132,6.0,Middle
14995,39,8,28.13,3,2,1,321,6.0,Middle
14997,47,6,134.16,3,2,2,322,7.0,Middle
14998,171,12,111.47,1,3,2,132,6.0,Middle
15000,48,12,77.32000000000002,3,3,2,332,8.0,Middle
15002,116,19,238.22000000000003,2,3,3,233,8.0,Middle
15004,148,23,147.54000000000005,1,4,3,143,8.0,Middle
15005,16,236,1344.39,4,4,4,444,12.0,Top
15006,52,28,108.99000000000002,2,4,2,242,8.0,Middle
15007,160,1,4.16,1,1,1,111,3.0,Low
15009,13,29,207.11,4,4,3,443,11.0,Top
15010,36,8,111.05,3,2,2,322,7.0,Middle
15012,54,18,58.61,2,3,1,231,6.0,Middle
15014,44,6,94.18,3,2,2,322,7.0,Middle
15016,173,5,54.76000000000001,1,2,1,121,4.0,Low
15017,34,1,4.2,3,1,1,311,5.0,Low
15018,39,6,88.53999999999998,3,2,2,322,7.0,Middle
15019,267,15,52.3,1,3,1,131,5.0,Low
15021,9,95,456.96,4,4,4,444,12.0,Top
15022,12,22,133.95000000000002,4,4,2,442,10.0,Top
15023,4,111,1246.71,4,4,4,444,12.0,Top
15024,10,25,267.59,4,4,3,443,11.0,Top
15025,34,16,75.4,3,3,2,332,8.0,Middle
15026,81,8,81.54,2,2,2,222,6.0,Middle
15027,31,9,343.49999999999994,3,2,4,324,9.0,Middle
15028,9,7,62.35,4,2,2,422,8.0,Middle
15030,72,1,95.4,2,1,2,212,5.0,Low
15031,5,19,95.89000000000004,4,3,2,432,9.0,Middle
15032,257,3,359.5,1,1,4,114,6.0,Middle
15033,5,102,557.1899999999997,4,4,4,444,12.0,Top
15034,16,72,945.7099999999997,4,4,4,444,12.0,Top
15035,90,2,37.05,2,1,1,211,4.0,Low
15036,73,25,121.84999999999998,2,4,2,242,8.0,Middle
15038,69,19,102.22,2,3,2,232,7.0,Middle
15039,10,305,3602.6700000000014,4,4,4,444,12.0,Top
15041,171,10,31.14,1,3,1,131,5.0,Low
15043,32,1,179.0,3,1,3,313,7.0,Middle
15044,20,94,1578.4600000000007,3,4,4,344,11.0,Top
15045,152,3,98.88,1,1,2,112,4.0,Low
15046,10,45,983.7199999999997,4,4,4,444,12.0,Top
15047,270,6,100.4,1,2,2,122,5.0,Low
15048,66,13,66.76,2,3,2,232,7.0,Middle
15050,26,15,371.9500000000001,3,3,4,334,10.0,Top
15051,24,39,394.34000000000015,3,4,4,344,11.0,Top
15052,320,5,22.4,1,2,1,121,4.0,Low
15053,5,16,143.05,4,3,3,433,10.0,Top
15054,13,26,71.00000000000001,4,4,2,442,10.0,Top
15057,316,4,211.5,1,1,3,113,5.0,Low
15058,26,35,286.44,3,4,3,343,10.0,Top
15059,41,53,319.61999999999983,3,4,3,343,10.0,Top
15060,9,23,87.16,4,4,2,442,10.0,Top
15061,4,58,6916.620000000003,4,4,4,444,12.0,Top
15062,72,18,340.42,2,3,4,234,9.0,Middle
15063,214,2,45.4,1,1,1,111,3.0,Low
15065,38,17,529.0500000000002,3,3,4,334,10.0,Top
15066,54,12,252.8,2,3,3,233,8.0,Middle
15067,79,16,357.74000000000007,2,3,4,234,9.0,Middle
15068,47,21,116.54,3,3,2,332,8.0,Middle
15069,180,7,109.8,1,2,2,122,5.0,Low
15071,94,5,205.0,2,2,3,223,7.0,Middle
15073,10,11,201.55,4,3,3,433,10.0,Top
15074,106,7,144.92000000000004,2,2,3,223,7.0,Middle
15075,78,6,261.86,2,2,3,223,7.0,Middle
15076,173,4,63.3,1,1,2,112,4.0,Low
15078,8,83,1901.0199999999993,4,4,4,444,12.0,Top
15079,213,9,184.11,1,2,3,123,6.0,Middle
15081,23,6,89.94999999999997,3,2,2,322,7.0,Middle
15083,257,1,14.85,1,1,1,111,3.0,Low
15087,282,2,43.8,1,1,1,111,3.0,Low
15088,22,15,281.5200000000001,3,3,3,333,9.0,Middle
15089,11,29,589.4999999999999,4,4,4,444,12.0,Top
15090,309,3,45.4,1,1,1,111,3.0,Low
15091,68,6,77.91000000000003,2,2,2,222,6.0,Middle
15092,216,3,46.8,1,1,1,111,3.0,Low
15093,19,15,715.8399999999998,4,3,4,434,11.0,Top
15095,104,7,205.5,2,2,3,223,7.0,Middle
15096,43,1,6.64,3,1,1,311,5.0,Low
15097,5,5,56.8,4,2,1,421,7.0,Middle
15099,85,5,67.48,2,2,2,222,6.0,Middle
15101,9,2,58.53,4,1,1,411,6.0,Middle
15103,32,5,78.53999999999998,3,2,2,322,7.0,Middle
15104,197,14,198.92,1,3,3,133,7.0,Middle
15105,19,17,358.22,4,3,4,434,11.0,Top
15106,18,24,321.42,4,4,3,443,11.0,Top
15107,331,3,40.45,1,1,1,111,3.0,Low
15109,246,6,103.35,1,2,2,122,5.0,Low
15110,24,7,243.05,3,2,3,323,8.0,Middle
15111,30,12,272.75,3,3,3,333,9.0,Middle
15113,10,18,586.1,4,3,4,434,11.0,Top
15114,31,32,529.86,3,4,4,344,11.0,Top
15115,19,5,76.80000000000003,4,2,2,422,8.0,Middle
15116,18,10,210.76,4,3,3,433,10.0,Top
15117,15,14,376.91,4,3,4,434,11.0,Top
15118,135,1,244.8,2,1,3,213,6.0,Middle
15119,246,1,16.5,1,1,1,111,3.0,Low
15120,134,5,77.3,2,2,2,222,6.0,Middle
15121,289,4,74.55000000000003,1,1,2,112,4.0,Low
15122,115,17,355.86000000000007,2,3,4,234,9.0,Middle
